CODE_SESSION|DESCRIPTION|DESCRIPTION_ACT|DESCRIPTION_NAT|NOM_COUR|LIEU_1|LIEU_2|ARRONDISSEMENT|ADRESSE|DATE_DEB|DATE_FIN|JOUR_SEMAINE|HEURE_DEBUT|HEURE_FIN
H2012|Camp du Temps des fêtes|Temps des fêtes|Événement spécial|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard salle 305 local arts|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-01-03|2012-01-06|Jeudi|14:00:00|15:00:00
H2012|Camp du Temps des fêtes|Temps des fêtes|Événement spécial|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard salle 305 local arts|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-01-03|2012-01-06|Mardi|09:00:00|10:00:00
H2012|Camp du Temps des fêtes|Temps des fêtes|Événement spécial|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard salle 305 local arts|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-01-03|2012-01-06|Mardi|14:00:00|15:00:00
H2012|Camp du Temps des fêtes|Temps des fêtes|Événement spécial|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard salle 305 local arts|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-01-03|2012-01-06|Mercredi|09:00:00|10:00:00
H2012|Camp du Temps des fêtes|Temps des fêtes|Événement spécial|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard salle 305 local arts|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-01-03|2012-01-06|Mercredi|14:00:00|15:00:00
H2012|Camp du Temps des fêtes|Temps des fêtes|Événement spécial|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard salle 305 local arts|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-01-03|2012-01-06|Vendredi|09:00:00|10:00:00
H2012|Camp du Temps des fêtes|Temps des fêtes|Événement spécial|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard salle 305 local arts|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-01-03|2012-01-06|Vendredi|14:00:00|15:00:00
H2012|Rencontre - Répit jeunes mamans|Rencontre - Répit jeunes mamans|Loisir éducatif|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ salle de danse R-260|Arrondissement des Rivières|1650, Boul La Morille, Québec (QC) G2K 2L2 |2012-01-18|2012-04-25|Mercredi|09:30:00|11:30:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Jeudi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Jeudi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Lundi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Lundi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Mardi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Mardi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Mercredi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Mercredi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Vendredi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Vendredi|16:00:00|18:00:00
H2012|Local ados|Local ados|Loisirs jeunesse|Centre Mgr Marcoux inc.|Centre communautaire Mgr-Marcoux|C. c. Mgr-Marcoux local ados|Arrondissement de La Cité-Limoilou|1885, Ch De La Canardière, Québec (QC) G1J 2E5 |2012-01-08|2012-06-22|Jeudi|18:00:00|21:00:00
H2012|Local ados|Local ados|Loisirs jeunesse|Centre Mgr Marcoux inc.|Centre communautaire Mgr-Marcoux|C. c. Mgr-Marcoux local ados|Arrondissement de La Cité-Limoilou|1885, Ch De La Canardière, Québec (QC) G1J 2E5 |2012-01-08|2012-06-22|Lundi|18:00:00|21:00:00
H2012|Local ados|Local ados|Loisirs jeunesse|Centre Mgr Marcoux inc.|Centre communautaire Mgr-Marcoux|C. c. Mgr-Marcoux local ados|Arrondissement de La Cité-Limoilou|1885, Ch De La Canardière, Québec (QC) G1J 2E5 |2012-01-08|2012-06-22|Dimanche|18:00:00|21:00:00
H2012|Local ados|Local ados|Loisirs jeunesse|Centre Mgr Marcoux inc.|Centre communautaire Mgr-Marcoux|C. c. Mgr-Marcoux local ados|Arrondissement de La Cité-Limoilou|1885, Ch De La Canardière, Québec (QC) G1J 2E5 |2012-01-08|2012-06-22|Vendredi|18:00:00|22:00:00
H2012|Mémorisation|Club de l'âge d'or N.D.E.|Loisirs récréatifs|Club de l'âge d'or Notre-Dame-de-l'Espérance|Parc du Petit-Village|Âge d'Or  local d'activités Centre du Petit-Village|Arrondissement de Beauport|2900, Boul Du Loiret, Québec (QC) G1C 3X3 |2012-01-09|2012-04-16|Lundi|09:00:00|11:00:00
H2012|Activités variées|Club de l'âge d'or - Activités variées|Loisirs récréatifs|Club des Aînés Les Saules|Centre de formation Masson|Centre de formation Masson \ local âge d'or|Arrondissement des Rivières|3025, Av Tassé, Québec (QC) G1P 1T1 |2012-01-10|2012-05-15|Mardi|19:00:00|22:00:00
H2012|Activités variées|Club de l'âge d'or - Activités variées|Loisirs récréatifs|Club des aînés La Belle Époque|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ Belle époque RC17|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-03|2012-05-18|Jeudi|09:00:00|23:00:00
H2012|Activités variées|Club de l'âge d'or - Activités variées|Loisirs récréatifs|Club des aînés La Belle Époque|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ Belle époque RC17|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-03|2012-05-18|Lundi|09:00:00|23:00:00
H2012|Activités variées|Club de l'âge d'or - Activités variées|Loisirs récréatifs|Club des aînés La Belle Époque|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ Belle époque RC17|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-03|2012-05-18|Mardi|09:00:00|23:00:00
H2012|Activités variées|Club de l'âge d'or - Activités variées|Loisirs récréatifs|Club des aînés La Belle Époque|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ Belle époque RC17|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-03|2012-05-18|Samedi|09:00:00|23:00:00
H2012|Activités variées|Club de l'âge d'or - Activités variées|Loisirs récréatifs|Club des aînés La Belle Époque|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ Belle époque RC17|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-03|2012-05-18|Dimanche|09:00:00|23:00:00
H2012|Activités variées|Club de l'âge d'or - Activités variées|Loisirs récréatifs|Club des aînés La Belle Époque|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ Belle époque RC17|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-03|2012-05-18|Mercredi|09:00:00|23:00:00
H2012|Activités variées|Club de l'âge d'or - Activités variées|Loisirs récréatifs|Club des aînés La Belle Époque|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ Belle époque RC17|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-03|2012-05-18|Vendredi|09:00:00|23:00:00
H2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-06|2012-04-28|Jeudi|18:30:00|21:30:00
H2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-06|2012-04-28|Mardi|18:30:00|21:30:00
H2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-06|2012-04-28|Samedi|18:30:00|23:00:00
H2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-06|2012-04-28|Mercredi|18:30:00|21:30:00
H2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-01-06|2012-04-28|Vendredi|18:30:00|23:00:00
P2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-05-01|2012-06-23|Jeudi|18:30:00|21:30:00
P2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-05-01|2012-06-23|Mardi|18:30:00|21:30:00
P2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-05-01|2012-06-23|Samedi|13:00:00|17:00:00
P2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-05-01|2012-06-23|Samedi|18:30:00|23:00:00
P2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-05-01|2012-06-23|Mercredi|18:30:00|21:30:00
P2012|Maison des jeunes l'Évasion l'Ormière|Maison des jeunes L'Ormière|Loisirs jeunesse|Corporation jeunesse l'Évasion L'Ormière|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ SS101|Arrondissement des Rivières|3705, Av Chauveau, Québec (QC) G2C 1A3 |2012-05-01|2012-06-23|Vendredi|18:30:00|23:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-11|2012-06-17|Jeudi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-11|2012-06-17|Lundi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-11|2012-06-17|Mardi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-11|2012-06-17|Samedi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-11|2012-06-17|Dimanche|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-11|2012-06-17|Mercredi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-11|2012-06-17|Vendredi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-18|2012-08-19|Jeudi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-18|2012-08-19|Lundi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-18|2012-08-19|Mardi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-18|2012-08-19|Samedi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-18|2012-08-19|Dimanche|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-18|2012-08-19|Mercredi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Bardy|Parc Bardy pataugeoire extérieure|Arrondissement de La Cité-Limoilou|2025, Rue Adjutor-Rivard, Québec (QC) G1J 1S2 |2012-06-18|2012-08-19|Vendredi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-11|2012-06-17|Jeudi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-11|2012-06-17|Lundi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-11|2012-06-17|Mardi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-11|2012-06-17|Samedi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-11|2012-06-17|Dimanche|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-11|2012-06-17|Mercredi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-11|2012-06-17|Vendredi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-18|2012-08-19|Jeudi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-18|2012-08-19|Lundi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-18|2012-08-19|Mardi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-18|2012-08-19|Samedi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-18|2012-08-19|Dimanche|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-18|2012-08-19|Mercredi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-06-18|2012-08-19|Vendredi|12:00:00|20:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-08-20|2012-09-03|Jeudi|12:00:00|18:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-08-20|2012-09-03|Lundi|12:00:00|18:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-08-20|2012-09-03|Mardi|12:00:00|18:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-08-20|2012-09-03|Samedi|12:00:00|18:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-08-20|2012-09-03|Dimanche|12:00:00|18:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-08-20|2012-09-03|Mercredi|12:00:00|18:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Marina Saint-Roch|Marina St-Roch pataugeoire extérieure|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-08-20|2012-09-03|Vendredi|12:00:00|18:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Notre-Dame-de-la-Garde|Parc Notre-Dame-de-la-Garde pataugeoire|Arrondissement de La Cité-Limoilou|305, Rue Champlain, Québec (QC) G1K 4J1 |2012-06-11|2012-06-17|Jeudi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Notre-Dame-de-la-Garde|Parc Notre-Dame-de-la-Garde pataugeoire|Arrondissement de La Cité-Limoilou|305, Rue Champlain, Québec (QC) G1K 4J1 |2012-06-11|2012-06-17|Lundi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Notre-Dame-de-la-Garde|Parc Notre-Dame-de-la-Garde pataugeoire|Arrondissement de La Cité-Limoilou|305, Rue Champlain, Québec (QC) G1K 4J1 |2012-06-11|2012-06-17|Mardi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Notre-Dame-de-la-Garde|Parc Notre-Dame-de-la-Garde pataugeoire|Arrondissement de La Cité-Limoilou|305, Rue Champlain, Québec (QC) G1K 4J1 |2012-06-11|2012-06-17|Samedi|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Notre-Dame-de-la-Garde|Parc Notre-Dame-de-la-Garde pataugeoire|Arrondissement de La Cité-Limoilou|305, Rue Champlain, Québec (QC) G1K 4J1 |2012-06-11|2012-06-17|Dimanche|14:00:00|17:00:00
E2012|Bain libre - Pour tous|Bain libre - Pour tous|Activités aquatiques|DCLVC de La Cité-Limoilou|Parc Notre-Dame-de-la-Garde|Parc Notre-Dame-de-la-Garde pataugeoire|Arrondissement de La Cité-Limoilou|305, Rue Champlain, Québec (QC) G1K 4J1 |2012-06-11|2012-06-17|Mercredi|14:00:00|17:00:00
